epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,700.93,1.03162,0.80085,1.10703,0.92286,0.85352,0.92665,0.65087,0.94053,0.68729,1.06608,0.00073025,0.00073025,0.00073025
23,731.057,1.02895,0.78633,1.10041,0.87225,0.86116,0.9015,0.64977,0.96333,0.74142,1.06506,0.0007055,0.0007055,0.0007055
24,761.859,0.99222,0.76659,1.09806,0.9296,0.8262,0.93903,0.65631,0.97035,0.70937,1.06782,0.00068075,0.00068075,0.00068075
25,793.27,1.03865,0.75395,1.10898,0.96632,0.78061,0.91031,0.66837,0.91865,0.70348,1.05748,0.000656,0.000656,0.000656
26,825.044,0.9995,0.69873,1.08279,0.90723,0.82466,0.90493,0.67021,0.8935,0.65461,1.05221,0.00063125,0.00063125,0.00063125
27,857.858,0.9764,0.68687,1.09097,0.93712,0.89182,0.94583,0.6918,0.87244,0.58009,1.03541,0.0006065,0.0006065,0.0006065
28,888.861,0.98008,0.68558,1.07297,0.95324,0.84757,0.93086,0.68836,0.87998,0.64085,1.03057,0.00058175,0.00058175,0.00058175
29,920.482,0.93185,0.67684,1.06291,0.92798,0.87129,0.92687,0.6759,0.8923,0.6487,1.04168,0.000557,0.000557,0.000557
30,951.259,0.93985,0.65362,1.05084,0.90309,0.86859,0.93035,0.68171,0.87766,0.62507,1.0185,0.00053225,0.00053225,0.00053225
31,981.289,0.91614,0.64057,1.03613,0.92027,0.86745,0.9176,0.67358,0.92904,0.60125,1.03923,0.0005075,0.0005075,0.0005075
32,1013.11,0.9296,0.64031,1.05982,0.95437,0.88459,0.94673,0.6979,0.88498,0.55925,1.01756,0.00048275,0.00048275,0.00048275
33,1044.59,0.91664,0.61527,1.04071,0.94731,0.89518,0.94403,0.70774,0.85889,0.56794,1.01464,0.000458,0.000458,0.000458
34,1073.88,0.9253,0.63731,1.04756,0.92935,0.89529,0.94236,0.70297,0.84807,0.60111,1.01647,0.00043325,0.00043325,0.00043325
35,1104.94,0.94244,0.62705,1.04542,0.95781,0.88449,0.94715,0.70849,0.84007,0.5645,1.01018,0.0004085,0.0004085,0.0004085
36,1134.68,0.89902,0.62128,1.03353,0.94678,0.86351,0.93683,0.7083,0.83752,0.55782,1.00082,0.00038375,0.00038375,0.00038375
37,1165.68,0.84981,0.59465,1.02012,0.94924,0.87423,0.93796,0.69729,0.86129,0.53356,1.0139,0.000359,0.000359,0.000359
38,1195.46,0.89845,0.61445,1.03643,0.91217,0.91562,0.94808,0.70591,0.83629,0.52156,1.00728,0.00033425,0.00033425,0.00033425
39,1225.57,0.87597,0.57183,1.02371,0.93171,0.90003,0.94656,0.71741,0.82069,0.52342,0.99461,0.0003095,0.0003095,0.0003095
40,1256.14,0.85687,0.56083,1.01045,0.91449,0.90748,0.94595,0.7118,0.82881,0.49391,0.99647,0.00028475,0.00028475,0.00028475
41,1292.21,0.79572,0.47799,0.96609,0.92873,0.90222,0.95065,0.71046,0.80124,0.49708,0.9904,0.00026,0.00026,0.00026
42,1323.4,0.77961,0.46545,0.96135,0.93283,0.88429,0.94732,0.71679,0.80275,0.51109,0.98779,0.00023525,0.00023525,0.00023525
43,1355.98,0.7856,0.45578,0.96403,0.95825,0.87627,0.94277,0.72788,0.78146,0.49783,0.97845,0.0002105,0.0002105,0.0002105
44,1387.88,0.77617,0.45317,0.95584,0.9519,0.87245,0.94282,0.72648,0.80381,0.48454,0.97865,0.00018575,0.00018575,0.00018575
45,1419.13,0.76937,0.44486,0.95779,0.93392,0.88901,0.94467,0.72898,0.77944,0.49085,0.97391,0.000161,0.000161,0.000161
46,1450.59,0.75098,0.43514,0.95985,0.93576,0.8988,0.94685,0.73145,0.76618,0.47043,0.96881,0.00013625,0.00013625,0.00013625
47,1481.37,0.74561,0.42134,0.93486,0.92227,0.88682,0.94624,0.73668,0.77382,0.45954,0.97114,0.0001115,0.0001115,0.0001115
48,1512.51,0.71469,0.41619,0.93355,0.94096,0.88369,0.94304,0.73217,0.77197,0.46224,0.97189,8.675e-05,8.675e-05,8.675e-05
49,1543.3,0.72309,0.4152,0.93483,0.9165,0.90349,0.94343,0.73327,0.76866,0.45567,0.97092,6.2e-05,6.2e-05,6.2e-05
50,1575.56,0.71357,0.40156,0.93465,0.92162,0.91066,0.94897,0.73611,0.76851,0.44633,0.97069,3.725e-05,3.725e-05,3.725e-05
